fight_id,date,event,fighter_a,fighter_b,winner,commence_time,entry_snapshot_ts,entry_lead_hours,entry_n_books,entry_odds_a,entry_odds_b,entry_prob_a,entry_source,close_snapshot_ts,close_lead_hours,close_n_books,close_odds_a,close_odds_b,close_prob_a,close_source
7e225f1cd850853d934a,2021-09-04 00:00:00+00:00,UFC Fight Night: Brunson vs. Till,Molly McCann,Ji Yeon Kim,A,2021-09-04 20:15:00+00:00,2021-09-03 18:15:00+00:00,26.0,14.0,-106.0,-112.5,0.49632921174652245,odds_api_book_consensus,2021-09-04 17:55:00+00:00,2.3333333333333335,13.0,-115.0,-105.0,0.5108342361863488,odds_api_book_consensus
7e503a438b9393db3d11,2025-11-22 00:00:00+00:00,UFC Fight Night: Tsarukyan vs. Hooker,Bogdan Grad,Luke Riley,B,2025-11-22 17:45:00+00:00,2025-11-21 15:40:38+00:00,26.072777777777777,8.0,210.0,-262.5,0.30897748643179956,odds_api_book_consensus,2025-11-22 15:25:38+00:00,2.3227777777777776,8.0,210.0,-261.5,0.310154378843731,odds_api_book_consensus
7e8cedc06aa21f804f06,2025-04-12 00:00:00+00:00,UFC 314: Volkanovski vs. Lopes,Yan Xiaonan,Virna Jandiroba,B,2025-04-13 00:00:00+00:00,2025-04-11 21:55:39+00:00,26.0725,6.0,123.5,-147.5,0.4288502464052606,odds_api_book_consensus,2025-04-12 21:40:38+00:00,2.3227777777777776,6.0,108.5,-131.0,0.45822208700138645,odds_api_book_consensus
7f1e90be8b38cdd29e8d,2022-06-04 00:00:00+00:00,UFC Fight Night: Volkov vs. Rozenstruik,Johnny Munoz,Tony Gravely,B,2022-06-04 18:20:00+00:00,2022-06-03 17:05:00+00:00,25.25,15.0,110.0,-139.0,0.45017894142022985,odds_api_book_consensus,2022-06-04 16:55:00+00:00,1.4166666666666667,15.0,105.0,-125.0,0.46527658107875236,odds_api_book_consensus
7f5354e48f33677872b1,2025-03-15 00:00:00+00:00,UFC Fight Night: Vettori vs. Dolidze 2,Waldo Cortes Acosta,Ryan Spann,A,2025-03-15 22:41:00+00:00,2025-03-14 20:10:38+00:00,26.50611111111111,7.0,-180.0,145.0,0.6116504854368932,odds_api_book_consensus,2025-03-15 20:00:00+00:00,2.683333333333333,7.0,-230.0,190.0,0.6690070210631895,archive_consensus
7f7ab0a59aa2a1f5751c,2024-12-07 00:00:00+00:00,UFC 310: Pantoja vs. Asakura,Michael Chiesa,Max Griffin,A,2024-12-07 23:56:00+00:00,2024-12-06 19:55:38+00:00,28.00611111111111,7.0,-120.0,100.0,0.5217391304347826,odds_api_book_consensus,2024-12-07 19:40:38+00:00,4.256111111111111,7.0,-132.0,110.0,0.5467333541731791,odds_api_book_consensus
7f834f524da389874a49,2025-09-27 00:00:00+00:00,UFC Fight Night: Ulberg vs. Reyes,Jake Matthews,Neil Magny,B,2025-09-28 03:15:00+00:00,2025-09-26 23:00:40+00:00,28.238888888888887,6.0,-392.5,305.0,0.763177570093458,odds_api_book_consensus,2025-09-27 22:45:39+00:00,4.489166666666667,6.0,-365.0,290.0,0.7537391857467112,odds_api_book_consensus
7fb77b65b549ad615c37,2025-04-12 00:00:00+00:00,UFC 314: Volkanovski vs. Lopes,Jim Miller,Chase Hooper,B,2025-04-13 00:00:00+00:00,2025-04-11 21:55:39+00:00,26.0725,6.0,640.0,-1025.0,0.12918321043675562,odds_api_book_consensus,2025-04-12 21:40:38+00:00,2.3227777777777776,6.0,550.0,-800.0,0.14754098360655732,odds_api_book_consensus
7fd5c143578c7300d02f,2021-08-07 00:00:00+00:00,UFC 265: Lewis vs. Gane,Karolina Kowalkiewicz,Jessica Penne,B,2021-08-08 00:15:00+00:00,2021-08-06 23:15:00+00:00,25.0,14.0,-133.0,109.0,0.5436057944360454,odds_api_book_consensus,2021-08-07 22:55:00+00:00,1.3333333333333333,15.0,-135.0,115.0,0.552594002855783,odds_api_book_consensus
802964cf827d7b84d438,2022-06-18 00:00:00+00:00,UFC Fight Night: Kattar vs. Emmett,Maria Oliveira,Gloria de Paula,A,2022-06-18 21:10:00+00:00,2022-06-17 19:55:00+00:00,25.25,8.0,225.0,-278.0,0.2965287884301438,odds_api_book_consensus,2022-06-18 20:00:00+00:00,1.1666666666666667,8.0,220.0,-256.0,0.3029271613342409,archive_consensus
